학교명,학교종류명,시도명
인천삼목초등학교장봉분교장,초등학교,인천광역시
인천삼산초등학교,초등학교,인천광역시
인천상아초등학교,초등학교,인천광역시
인천상정고등학교,고등학교,인천광역시
인천상정중학교,중학교,인천광역시
인천상정초등학교,초등학교,인천광역시
인천새말초등학교,초등학교,인천광역시
인천새봄초등학교,초등학교,인천광역시
인천생활과학고등학교,고등학교,인천광역시
인천서곶초등학교,초등학교,인천광역시
인천서림초등학교,초등학교,인천광역시
인천서면초등학교,초등학교,인천광역시
인천서운초등학교,초등학교,인천광역시
인천서창중학교,중학교,인천광역시
인천서창초등학교,초등학교,인천광역시
인천서화초등학교,초등학교,인천광역시
인천서흥초등학교,초등학교,인천광역시
인천서희학교,특수학교,인천광역시
인천석남서초등학교,초등학교,인천광역시
인천석남중학교,중학교,인천광역시
인천석남초등학교,초등학교,인천광역시
인천석암초등학교,초등학교,인천광역시
인천석정초등학교,초등학교,인천광역시
인천석천초등학교,초등학교,인천광역시
인천선학초등학교,초등학교,인천광역시
인천성동학교,특수학교,인천광역시
인천성리중학교,중학교,인천광역시
인천성리초등학교,초등학교,인천광역시
인천성지초등학교,초등학교,인천광역시
인천세원고등학교,고등학교,인천광역시
인천소래초등학교,초등학교,인천광역시
인천소방고등학교,고등학교,인천광역시
인천소양초등학교,초등학교,인천광역시
인천송담초등학교,초등학교,인천광역시
인천송도초등학교,초등학교,인천광역시
인천송림초등학교,초등학교,인천광역시
인천송명초등학교,초등학교,인천광역시
인천송빛초등학교,초등학교,인천광역시
인천송원초등학교,초등학교,인천광역시
인천송월초등학교,초등학교,인천광역시
인천송일초등학교,초등학교,인천광역시
인천송천고등학교,고등학교,인천광역시
인천송천초등학교,초등학교,인천광역시
인천송현초등학교,초등학교,인천광역시
인천숭의초등학교,초등학교,인천광역시
인천승학초등학교,초등학교,인천광역시
인천신광초등학교,초등학교,인천광역시
인천신대초등학교,초등학교,인천광역시
인천신석초등학교,초등학교,인천광역시
인천신선초등학교,초등학교,인천광역시
인천신송초등학교,초등학교,인천광역시
인천신월초등학교,초등학교,인천광역시
인천신정중학교,중학교,인천광역시
인천신정초등학교,초등학교,인천광역시
인천신촌초등학교,초등학교,인천광역시
인천신현고등학교,고등학교,인천광역시
인천신현북초등학교,초등학교,인천광역시
인천신현초등학교,초등학교,인천광역시
인천신흥초등학교,초등학교,인천광역시
인천심곡초등학교,초등학교,인천광역시
인천십정초등학교,초등학교,인천광역시
인천아라고등학교,고등학교,인천광역시
인천아라중학교,중학교,인천광역시
인천아라초등학교,초등학교,인천광역시
인천아람초등학교,초등학교,인천광역시
인천안남중학교,중학교,인천광역시
인천안남초등학교,초등학교,인천광역시
인천안산초등학교,초등학교,인천광역시
인천약산초등학교,초등학교,인천광역시
인천양지초등학교,초등학교,인천광역시
인천양촌중학교,중학교,인천광역시
인천양촌초등학교,초등학교,인천광역시
인천여자고등학교,고등학교,인천광역시
인천여자상업고등학교,고등학교,인천광역시
인천여자중학교,중학교,인천광역시
인천연성초등학교,초등학교,인천광역시
인천연송고등학교,고등학교,인천광역시
인천연송초등학교,초등학교,인천광역시
인천연수초등학교,초등학교,인천광역시
인천연안초등학교,초등학교,인천광역시
인천연일학교,특수학교,인천광역시
인천연학초등학교,초등학교,인천광역시
인천연화초등학교,초등학교,인천광역시
인천영선고등학교,고등학교,인천광역시
인천영선초등학교,초등학교,인천광역시
인천영종고등학교,고등학교,인천광역시
인천영종초등학교,초등학교,인천광역시
인천영종초등학교금산분교장,초등학교,인천광역시
인천영흥고등학교,고등학교,인천광역시
인천예림학교,특수학교,인천광역시
인천예송중학교,중학교,인천광역시
인천예송초등학교,초등학교,인천광역시
인천예술고등학교,고등학교,인천광역시
인천예일고등학교,고등학교,인천광역시
인천예일중학교,중학교,인천광역시
인천옥련초등학교,초등학교,인천광역시
인천완정초등학교,초등학교,인천광역시
인천왕길초등학교,초등학교,인천광역시
인천외국어고등학교,고등학교,인천광역시
인천용마초등학교,초등학교,인천광역시
인천용유초등학교,초등학교,인천광역시
인천용일초등학교,초등학교,인천광역시
인천용정초등학교,초등학교,인천광역시
인천용학초등학교,초등학교,인천광역시
인천용현남초등학교,초등학교,인천광역시
인천용현남초등학교자월분교장,초등학교,인천광역시
인천용현초등학교,초등학교,인천광역시
인천운남초등학교,초등학교,인천광역시
인천운서중학교,중학교,인천광역시
인천운서초등학교,초등학교,인천광역시
인천원당고등학교,고등학교,인천광역시
인천원당초등학교,초등학교,인천광역시
인천원동초등학교,초등학교,인천광역시
인천은광학교,특수학교,인천광역시
인천은봉초등학교,초등학교,인천광역시
인천은송중학교,중학교,인천광역시
인천은송초등학교,초등학교,인천광역시
인천은지초등학교,초등학교,인천광역시
인천이음고등학교,고등학교,인천광역시
인천이음중학교,중학교,인천광역시
인천이음초등학교,초등학교,인천광역시
인천인동초등학교,초등학교,인천광역시
인천인수초등학교,초등학교,인천광역시
인천인주초등학교,초등학교,인천광역시
인천인혜학교,특수학교,인천광역시
인천일신초등학교,초등학교,인천광역시
인천작동초등학교,초등학교,인천광역시
인천작전초등학교,초등학교,인천광역시
인천장도초등학교,초등학교,인천광역시
인천장서초등학교,초등학교,인천광역시
인천장수초등학교,초등학교,인천광역시
인천장아초등학교,초등학교,인천광역시
인천전자마이스터고등학교,고등학교,인천광역시
인천정각중학교,중학교,인천광역시
인천정각초등학교,초등학교,인천광역시
인천조동초등학교,초등학교,인천광역시
인천주안남초등학교,초등학교,인천광역시
인천주안남초등학교승봉분교장,초등학교,인천광역시
인천주안북초등학교,초등학교,인천광역시
인천주안초등학교,초등학교,인천광역시
인천주원초등학교,초등학교,인천광역시
인천중산고등학교,고등학교,인천광역시
인천중산중학교,중학교,인천광역시
인천중산초등학교,초등학교,인천광역시
인천중앙여자고등학교,고등학교,인천광역시
인천중앙초등학교,초등학교,인천광역시
인천중학교,중학교,인천광역시
인천진산과학고등학교,고등학교,인천광역시
인천진산초등학교,초등학교,인천광역시
인천창신초등학교,초등학교,인천광역시
인천창영초등학교,초등학교,인천광역시
인천천마초등학교,초등학교,인천광역시
인천첨단초등학교,초등학교,인천광역시
인천청라고등학교,고등학교,인천광역시
인천청라중학교,중학교,인천광역시
인천청라초등학교,초등학교,인천광역시
인천청람중학교,중학교,인천광역시
인천청람초등학교,초등학교,인천광역시
인천청량초등학교,초등학교,인천광역시
인천청선학교,특수학교,인천광역시
인천청인학교,특수학교,인천광역시
인천청일초등학교,초등학교,인천광역시
인천청천초등학교,초등학교,인천광역시
인천청학초등학교,초등학교,인천광역시
인천청호중학교,중학교,인천광역시
인천청호초등학교,초등학교,인천광역시
인천체육고등학교,고등학교,인천광역시
인천초은고등학교,고등학교,인천광역시
인천초은중학교,중학교,인천광역시
인천초은초등학교,초등학교,인천광역시
인천축현초등학교,초등학교,인천광역시
인천포스코고등학교,고등학교,인천광역시
인천하늘고등학교,고등학교,인천광역시
인천하늘중학교,중학교,인천광역시
인천하늘초등학교,초등학교,인천광역시
인천하정초등학교,초등학교,인천광역시
인천학산초등학교,초등학교,인천광역시
인천학익초등학교,초등학교,인천광역시
인천한길초등학교,초등학교,인천광역시
인천한들초등학교,초등학교,인천광역시
인천한별초등학교,초등학교,인천광역시
인천한빛초등학교,초등학교,인천광역시
인천함박초등학교,초등학교,인천광역시
인천해든초등학교,초등학교,인천광역시
인천해사고등학교,고등학교,인천광역시
인천해서초등학교,초등학교,인천광역시
인천해송고등학교,고등학교,인천광역시
인천해송중학교,중학교,인천광역시
인천해송초등학교,초등학교,인천광역시
인천해양과학고등학교,고등학교,인천광역시
인천해원고등학교,고등학교,인천광역시
인천해원중학교,중학교,인천광역시
인천해원초등학교,초등학교,인천광역시
인천현송중학교,중학교,인천광역시
인천현송초등학교,초등학교,인천광역시
인천혜광학교,특수학교,인천광역시
인천화전초등학교,초등학교,인천광역시
인천효성고등학교,고등학교,인천광역시
인천효성남초등학교,초등학교,인천광역시
인천효성동초등학교,초등학교,인천광역시
인천효성서초등학교,초등학교,인천광역시
인천효성중학교,중학교,인천광역시
인천효성초등학교,초등학교,인천광역시
인천후정초등학교,초등학교,인천광역시
인평자동차고등학교,고등학교,인천광역시
인하대학교사범대학부속고등학교,고등학교,인천광역시
인하대학교사범대학부속중학교,중학교,인천광역시
인항고등학교,고등학교,인천광역시
인화여자고등학교,고등학교,인천광역시
인화여자중학교,중학교,인천광역시
임학중학교,중학교,인천광역시
작전고등학교,고등학교,인천광역시
작전여자고등학교,고등학교,인천광역시
작전중학교,중학교,인천광역시
재능고등학교,고등학교,인천광역시
재능중학교,중학교,인천광역시
정석항공과학고등학교,고등학교,인천광역시
제물포고등학교,고등학교,인천광역시
제물포여자중학교,중학교,인천광역시
제물포중학교,중학교,인천광역시
제일고등학교,고등학교,인천광역시
조산초등학교,초등학교,인천광역시
진산중학교,중학교,인천광역시
청량중학교,중학교,인천광역시
청천중학교,중학교,인천광역시
청학중학교,중학교,인천광역시
하점초등학교,초등학교,인천광역시
학익고등학교,고등학교,인천광역시
학익여자고등학교,고등학교,인천광역시
한국글로벌셰프고등학교,고등학교,인천광역시
한국주얼리고등학교,고등학교,인천광역시
한일초등학교,초등학교,인천광역시
함박중학교,중학교,인천광역시
합일초등학교,초등학교,인천광역시
해명초등학교,초등학교,인천광역시
화도진중학교,중학교,인천광역시
화도초등학교,초등학교,인천광역시
각화중학교,중학교,광주광역시
각화초등학교,초등학교,광주광역시
건국초등학교,초등학교,광주광역시
경양초등학교,초등학교,광주광역시
계수초등학교,초등학교,광주광역시
고려고등학교,고등학교,광주광역시
고려중학교,중학교,광주광역시
고실중학교,중학교,광주광역시
고실초등학교,초등학교,광주광역시
광덕고등학교,고등학교,광주광역시
광덕중학교,중학교,광주광역시
광림초등학교,초등학교,광주광역시
광산중학교,중학교,광주광역시
광일고등학교,고등학교,광주광역시
광주경신여자고등학교,고등학교,광주광역시
광주경신중학교,중학교,광주광역시
광주계림초등학교,초등학교,광주광역시
광주고등학교,고등학교,광주광역시
광주공업고등학교,고등학교,광주광역시
광주과학고등학교,고등학교,광주광역시
광주광천초등학교,초등학교,광주광역시
광주교육대학교광주부설초등학교,초등학교,광주광역시
광주극락초등학교,초등학교,광주광역시
광주남초등학교,초등학교,광주광역시
광주농성초등학교,초등학교,광주광역시
광주대동고등학교,고등학교,광주광역시
광주대성초등학교,초등학교,광주광역시
광주동명중학교,중학교,광주광역시
광주동산초등학교,초등학교,광주광역시
광주동성고등학교,고등학교,광주광역시
광주동성여자중학교,중학교,광주광역시
광주동성중학교,중학교,광주광역시
광주동신고등학교,고등학교,광주광역시
광주동신여자고등학교,고등학교,광주광역시
광주동신여자중학교,중학교,광주광역시
광주동신중학교,중학교,광주광역시
광주동운초등학교,초등학교,광주광역시
광주동초등학교,초등학교,광주광역시
광주동초등학교충효분교장,초등학교,광주광역시
광주무진중학교,중학교,광주광역시
광주문화초등학교,초등학교,광주광역시
광주방림초등학교,초등학교,광주광역시
광주백운초등학교,초등학교,광주광역시
광주봉주초등학교,초등학교,광주광역시
광주북성중학교,중학교,광주광역시
광주북초등학교,초등학교,광주광역시
광주산수초등학교,초등학교,광주광역시
광주삼육초등학교,초등학교,광주광역시
광주상무초등학교,초등학교,광주광역시
광주서광중학교,중학교,광주광역시
광주서림초등학교,초등학교,광주광역시
광주서산초등학교,초등학교,광주광역시
광주서석고등학교,고등학교,광주광역시
광주서석중학교,중학교,광주광역시
광주서석초등학교,초등학교,광주광역시
광주서초등학교,초등학교,광주광역시
광주석산고등학교,고등학교,광주광역시
광주선광학교,특수학교,광주광역시
광주선명학교,특수학교,광주광역시
광주선우학교,특수학교,광주광역시
광주세광학교,특수학교,광주광역시
광주소프트웨어마이스터고등학교,고등학교,광주광역시
광주송원중학교,중학교,광주광역시
광주송원초등학교,초등학교,광주광역시
광주수창초등학교,초등학교,광주광역시
광주수피아여자고등학교,고등학교,광주광역시
광주수피아여자중학교,중학교,광주광역시
광주숭일고등학교,고등학교,광주광역시
광주숭일중학교,중학교,광주광역시
광주양동초등학교,초등학교,광주광역시
광주양산초등학교,초등학교,광주광역시
광주여자고등학교,고등학교,광주광역시
광주여자상업고등학교,고등학교,광주광역시
광주예술고등학교,고등학교,광주광역시
광주예술중학교,중학교,광주광역시
광주용봉초등학교,초등학교,광주광역시
광주용산초등학교,초등학교,광주광역시
광주우산초등학교,초등학교,광주광역시
광주운암초등학교,초등학교,광주광역시
광주월산초등학교,초등학교,광주광역시
광주인성고등학교,고등학교,광주광역시
광주자동화설비마이스터고등학교,고등학교,광주광역시
광주자연과학고등학교,고등학교,광주광역시
광주장원초등학교,초등학교,광주광역시
광주전자공업고등학교,고등학교,광주광역시
광주제석초등학교,초등학교,광주광역시
광주제일고등학교,고등학교,광주광역시
광주중앙초등학교,초등학교,광주광역시
광주중학교,중학교,광주광역시
광주중흥초등학교,초등학교,광주광역시
광주지산초등학교,초등학교,광주광역시
광주진흥고등학교,고등학교,광주광역시
광주진흥중학교,중학교,광주광역시
광주체육고등학교,고등학교,광주광역시
광주체육중학교,중학교,광주광역시
광주충장중학교,중학교,광주광역시
광주푸른꿈창작학교,고등학교,광주광역시
광주풍향초등학교,초등학교,광주광역시
광주학강초등학교,초등학교,광주광역시
광주학운초등학교,초등학교,광주광역시
광주화정중학교,중학교,광주광역시
광주화정초등학교,초등학교,광주광역시
광주효광중학교,중학교,광주광역시
광주효덕초등학교,초등학교,광주광역시
광주효동초등학교,초등학교,광주광역시
국제고등학교,고등학교,광주광역시
금구중학교,중학교,광주광역시
금구초등학교,초등학교,광주광역시
금당중학교,중학교,광주광역시
금당초등학교,초등학교,광주광역시
금부초등학교,초등학교,광주광역시
금파공업고등학교,고등학교,광주광역시
금호고등학교,고등학교,광주광역시
금호중앙여자고등학교,고등학교,광주광역시
금호중앙중학교,중학교,광주광역시
금호중학교,중학교,광주광역시
금호초등학교,초등학교,광주광역시
대광여자고등학교,고등학교,광주광역시
대반초등학교,초등학교,광주광역시
대성여자고등학교,고등학교,광주광역시
대성여자중학교,중학교,광주광역시
대자중학교,중학교,광주광역시
대자초등학교,초등학교,광주광역시
대촌중앙초등학교,초등학교,광주광역시
대촌중학교,중학교,광주광역시
도산초등학교,초등학교,광주광역시
돈보스코학교,고등학교,광주광역시
동곡초등학교,초등학교,광주광역시
동림초등학교,초등학교,광주광역시
동명고등학교,고등학교,광주광역시
동아여자고등학교,고등학교,광주광역시
동아여자중학교,중학교,광주광역시
동일미래과학고등학교,고등학교,광주광역시
두암중학교,중학교,광주광역시
두암초등학교,초등학교,광주광역시
마재초등학교,초등학교,광주광역시
마지초등학교,초등학교,광주광역시
만호초등학교,초등학교,광주광역시
매곡초등학교,초등학교,광주광역시
명진고등학교,고등학교,광주광역시
목련초등학교,초등학교,광주광역시
무등중학교,중학교,광주광역시
무등초등학교,초등학교,광주광역시
무학초등학교,초등학교,광주광역시
문산중학교,중학교,광주광역시
문산초등학교,초등학교,광주광역시
문성고등학교,고등학교,광주광역시
문성중학교,중학교,광주광역시
문우초등학교,초등학교,광주광역시
문정여자고등학교,고등학교,광주광역시
문정초등학교,초등학교,광주광역시
문화중학교,중학교,광주광역시
문흥중앙초등학교,초등학교,광주광역시
문흥중학교,중학교,광주광역시
문흥초등학교,초등학교,광주광역시
미산초등학교,초등학교,광주광역시
보문고등학교,고등학교,광주광역시
본량초등학교,초등학교,광주광역시
본촌초등학교,초등학교,광주광역시
봉산중학교,중학교,광주광역시
봉산초등학교,초등학교,광주광역시
봉선중학교,중학교,광주광역시
봉선초등학교,초등학교,광주광역시
불로초등학교,초등학교,광주광역시
비아고등학교,고등학교,광주광역시
비아중학교,중학교,광주광역시
비아초등학교,초등학교,광주광역시
빛고을고등학교,고등학교,광주광역시
빛고을초등학교,초등학교,광주광역시
빛여울초등학교,초등학교,광주광역시
산월초등학교,초등학교,광주광역시
산정중학교,중학교,광주광역시
산정초등학교,초등학교,광주광역시
살레시오고등학교,고등학교,광주광역시
살레시오여자고등학교,고등학교,광주광역시
살레시오여자중학교,중학교,광주광역시
살레시오중학교,중학교,광주광역시
살레시오초등학교,초등학교,광주광역시
삼각초등학교,초등학교,광주광역시
삼도초등학교,초등학교,광주광역시
삼정초등학교,초등학교,광주광역시
상무고등학교,고등학교,광주광역시
상무중학교,중학교,광주광역시
상일여자고등학교,고등학교,광주광역시
상일중학교,중학교,광주광역시
새날학교,고등학교,광주광역시
새별초등학교,초등학교,광주광역시
서강고등학교,고등학교,광주광역시
서강중학교,중학교,광주광역시
서광초등학교,초등학교,광주광역시
서일초등학교,초등학교,광주광역시
서진여자고등학교,고등학교,광주광역시
선예학교,특수학교,광주광역시
선운중학교,중학교,광주광역시
선운초등학교,초등학교,광주광역시
선창초등학교,초등학교,광주광역시
설월여자고등학교,고등학교,광주광역시
성덕고등학교,고등학교,광주광역시
성덕중학교,중학교,광주광역시
성덕초등학교,초등학교,광주광역시
성진초등학교,초등학교,광주광역시
송광중학교,중학교,광주광역시
송우초등학교,초등학교,광주광역시
송원고등학교,고등학교,광주광역시
송원여자고등학교,고등학교,광주광역시
송원여자상업고등학교,고등학교,광주광역시
송정동초등학교,초등학교,광주광역시
송정서초등학교,초등학교,광주광역시
송정중앙초등학교,초등학교,광주광역시
송정중학교,중학교,광주광역시
송정초등학교,초등학교,광주광역시
송학초등학교,초등학교,광주광역시
수문초등학교,초등학교,광주광역시
수완고등학교,고등학교,광주광역시
수완중학교,중학교,광주광역시
수완초등학교,초등학교,광주광역시
수완하나중학교,중학교,광주광역시
숭덕고등학교,고등학교,광주광역시
숭의과학기술고등학교,고등학교,광주광역시
숭의중학교,중학교,광주광역시
신가중학교,중학교,광주광역시
신가초등학교,초등학교,광주광역시
신광중학교,중학교,광주광역시
신암초등학교,초등학교,광주광역시
신용중학교,중학교,광주광역시
신용초등학교,초등학교,광주광역시
신창중학교,중학교,광주광역시
신창초등학교,초등학교,광주광역시
양산중학교,중학교,광주광역시
양지초등학교,초등학교,광주광역시
어등초등학교,초등학교,광주광역시
어룡초등학교,초등학교,광주광역시
연제초등학교,초등학교,광주광역시
염주초등학교,초등학교,광주광역시
영천중학교,중학교,광주광역시
영천초등학교,초등학교,광주광역시
오정초등학교,초등학교,광주광역시
오치초등학교,초등학교,광주광역시
용두중학교,중학교,광주광역시
용두초등학교,초등학교,광주광역시
용봉중학교,중학교,광주광역시
용연학교,중학교,광주광역시
용주초등학교,초등학교,광주광역시
우산중학교,중학교,광주광역시
운남고등학교,고등학교,광주광역시
운남중학교,중학교,광주광역시
운남초등학교,초등학교,광주광역시
운리중학교,중학교,광주광역시
운리초등학교,초등학교,광주광역시
운림중학교,중학교,광주광역시
운암중학교,중학교,광주광역시
운천초등학교,초등학교,광주광역시
월계중학교,중학교,광주광역시
월계초등학교,초등학교,광주광역시
월곡중학교,중학교,광주광역시
월곡초등학교,초등학교,광주광역시
월봉중학교,중학교,광주광역시
월봉초등학교,초등학교,광주광역시
유덕중학교,중학교,광주광역시
유덕초등학교,초등학교,광주광역시
유안초등학교,초등학교,광주광역시
유촌초등학교,초등학교,광주광역시
율곡초등학교,초등학교,광주광역시
은빛초등학교,초등학교,광주광역시
은혜학교,특수학교,광주광역시
일곡중학교,중학교,광주광역시
일곡초등학교,초등학교,광주광역시
일동중학교,중학교,광주광역시
일동초등학교,초등학교,광주광역시
일신중학교,중학교,광주광역시
일신초등학교,초등학교,광주광역시
임곡중학교,중학교,광주광역시
임곡초등학교,초등학교,광주광역시
장덕고등학교,고등학교,광주광역시
장덕중학교,중학교,광주광역시
장덕초등학교,초등학교,광주광역시
장산초등학교,초등학교,광주광역시
전남고등학교,고등학교,광주광역시
전남공업고등학교,고등학교,광주광역시
전남대학교사범대학부설고등학교,고등학교,광주광역시
전남대학교사범대학부설중학교,중학교,광주광역시
전남여자고등학교,고등학교,광주광역시
전남여자상업고등학교,고등학교,광주광역시
전남중학교,중학교,광주광역시
정광고등학교,고등학교,광주광역시
정광중학교,중학교,광주광역시
정암초등학교,초등학교,광주광역시
조봉초등학교,초등학교,광주광역시
조선대학교부속고등학교,고등학교,광주광역시
조선대학교부속중학교,중학교,광주광역시
조선대학교여자고등학교,고등학교,광주광역시
조선대학교여자중학교,중학교,광주광역시
주월중학교,중학교,광주광역시
주월초등학교,초등학교,광주광역시
지산중학교,중학교,광주광역시
지한초등학교,초등학교,광주광역시
진남중학교,중학교,광주광역시
진남초등학교,초등학교,광주광역시
진만초등학교,초등학교,광주광역시
진월초등학교,초등학교,광주광역시
진제초등학교,초등학교,광주광역시
천곡중학교,중학교,광주광역시
첨단고등학교,고등학교,광주광역시
첨단중학교,중학교,광주광역시
첨단초등학교,초등학교,광주광역시
치평중학교,중학교,광주광역시
치평초등학교,초등학교,광주광역시
큰별초등학교,초등학교,광주광역시
태봉초등학교,초등학교,광주광역시
평동중학교,중학교,광주광역시
평동초등학교,초등학교,광주광역시
풍암고등학교,고등학교,광주광역시
풍암중학교,중학교,광주광역시
풍암초등학교,초등학교,광주광역시
풍영초등학교,초등학교,광주광역시
하남중앙초등학교,초등학교,광주광역시
하남중학교,중학교,광주광역시
하남초등학교,초등학교,광주광역시
하백초등학교,초등학교,광주광역시
한울초등학교,초등학교,광주광역시
호남삼육고등학교,고등학교,광주광역시
화개초등학교,초등학교,광주광역시
화정남초등학교,초등학교,광주광역시
효광초등학교,초등학교,광주광역시
효천중학교,중학교,광주광역시
효천초등학교,초등학교,광주광역시
가수원중학교,중학교,대전광역시
가수원초등학교,초등학교,대전광역시
갈마중학교,중학교,대전광역시
계룡디지텍고등학교,고등학교,대전광역시
구즉초등학교,초등학교,대전광역시
금성초등학교,초등학교,대전광역시
기성중학교,중학교,대전광역시
기성초등학교,초등학교,대전광역시
기성초등학교길헌분교장,초등학교,대전광역시
남대전고등학교,고등학교,대전광역시
남선초등학교,초등학교,대전광역시
대덕고등학교,고등학교,대전광역시
대덕소프트웨어마이스터고등학교,고등학교,대전광역시
대덕중학교,중학교,대전광역시
대덕초등학교,초등학교,대전광역시
대덕초등학교도룡분교장,초등학교,대전광역시
대전가양중학교,중학교,대전광역시
대전가양초등학교,초등학교,대전광역시
대전가오고등학교,고등학교,대전광역시
대전가오중학교,중학교,대전광역시
대전가오초등학교,초등학교,대전광역시
대전가원학교,특수학교,대전광역시
대전가장초등학교,초등학교,대전광역시
대전갈마초등학교,초등학교,대전광역시
대전갑천중학교,중학교,대전광역시
대전갑천초등학교,초등학교,대전광역시
대전경덕중학교,중학교,대전광역시
대전계산초등학교,초등학교,대전광역시
대전고등학교,고등학교,대전광역시
대전과학고등학교,고등학교,대전광역시
대전관저고등학교,고등학교,대전광역시
대전관저중학교,중학교,대전광역시
대전관저초등학교,초등학교,대전광역시
대전관평중학교,중학교,대전광역시
대전관평초등학교,초등학교,대전광역시
대전괴정고등학교,고등학교,대전광역시
대전괴정중학교,중학교,대전광역시
대전교촌초등학교,초등학교,대전광역시
대전구봉고등학교,고등학교,대전광역시
대전구봉중학교,중학교,대전광역시
대전구봉초등학교,초등학교,대전광역시
대전국제통상고등학교,고등학교,대전광역시
대전글꽃중학교,중학교,대전광역시
대전글꽃초등학교,초등학교,대전광역시
대전금동초등학교,초등학교,대전광역시
대전남선중학교,중학교,대전광역시
대전내동중학교,중학교,대전광역시
대전내동초등학교,초등학교,대전광역시
대전노은고등학교,고등학교,대전광역시
대전노은중학교,중학교,대전광역시
대전노은초등학교,초등학교,대전광역시
대전느리울중학교,중학교,대전광역시
대전느리울초등학교,초등학교,대전광역시
대전대동초등학교,초등학교,대전광역시
대전대룡초등학교,초등학교,대전광역시
대전대문중학교,중학교,대전광역시
대전대문초등학교,초등학교,대전광역시
대전대성고등학교,고등학교,대전광역시
대전대성여자고등학교,고등학교,대전광역시
대전대성여자중학교,중학교,대전광역시
대전대성중학교,중학교,대전광역시
대전대신고등학교,고등학교,대전광역시
대전대신중학교,중학교,대전광역시
대전대신초등학교,초등학교,대전광역시
대전대암초등학교,초등학교,대전광역시
대전대양초등학교,초등학교,대전광역시
대전대정초등학교,초등학교,대전광역시
대전대청중학교,중학교,대전광역시
대전대화중학교,중학교,대전광역시
대전대화초등학교,초등학교,대전광역시
대전대흥초등학교,초등학교,대전광역시
대전덕명중학교,중학교,대전광역시
대전도마중학교,중학교,대전광역시
대전도마초등학교,초등학교,대전광역시
대전도솔초등학교,초등학교,대전광역시
대전도시과학고등학교,고등학교,대전광역시
대전도안고등학교,고등학교,대전광역시
대전도안중학교,중학교,대전광역시
대전도안초등학교,초등학교,대전광역시
대전동광초등학교,초등학교,대전광역시
대전동도초등학교,초등학교,대전광역시
대전동문초등학교,초등학교,대전광역시
대전동산고등학교,고등학교,대전광역시
대전동산중학교,중학교,대전광역시
대전동산초등학교,초등학교,대전광역시
대전동서초등학교,초등학교,대전광역시
대전동신과학고등학교,고등학교,대전광역시
대전동화중학교,중학교,대전광역시
대전동화초등학교,초등학교,대전광역시
대전두리중학교,중학교,대전광역시
대전두리초등학교,초등학교,대전광역시
대전둔곡중학교,중학교,대전광역시
대전둔곡초등학교,초등학교,대전광역시
대전둔산여자고등학교,고등학교,대전광역시
대전둔산중학교,중학교,대전광역시
대전둔산초등학교,초등학교,대전광역시
대전둔원고등학교,고등학교,대전광역시
대전둔원중학교,중학교,대전광역시
대전둔원초등학교,초등학교,대전광역시
대전둔천초등학교,초등학교,대전광역시
대전만년고등학교,고등학교,대전광역시
대전만년중학교,중학교,대전광역시
대전만년초등학교,초등학교,대전광역시
대전매봉중학교,중학교,대전광역시
대전매봉초등학교,초등학교,대전광역시
대전맹학교,특수학교,대전광역시
대전목동초등학교,초등학교,대전광역시
대전목상초등학교,초등학교,대전광역시
대전목양초등학교,초등학교,대전광역시
대전문성초등학교,초등학교,대전광역시
대전문정중학교,중학교,대전광역시
대전문정초등학교,초등학교,대전광역시
대전문지중학교,중학교,대전광역시
대전문창초등학교,초등학교,대전광역시
대전문화여자중학교,중학교,대전광역시
대전문화초등학교,초등학교,대전광역시
대전반석고등학교,고등학교,대전광역시
대전반석초등학교,초등학교,대전광역시
대전배울초등학교,초등학교,대전광역시
대전백운초등학교,초등학교,대전광역시
대전버드내중학교,중학교,대전광역시
대전버드내초등학교,초등학교,대전광역시
대전법동중학교,중학교,대전광역시
대전법동초등학교,초등학교,대전광역시
대전변동중학교,중학교,대전광역시
대전변동초등학교,초등학교,대전광역시
대전보성초등학교,초등학교,대전광역시
대전보운초등학교,초등학교,대전광역시
대전복수고등학교,고등학교,대전광역시
대전복수초등학교,초등학교,대전광역시
대전복용초등학교,초등학교,대전광역시
대전봉명중학교,중학교,대전광역시
대전봉명초등학교,초등학교,대전광역시
대전봉산중학교,중학교,대전광역시
대전봉산초등학교,초등학교,대전광역시
대전봉우중학교,중학교,대전광역시
대전비래초등학교,초등학교,대전광역시
대전산성초등학교,초등학교,대전광역시
대전삼성초등학교,초등학교,대전광역시
대전삼육중학교,중학교,대전광역시
대전삼육초등학교,초등학교,대전광역시
대전삼천중학교,중학교,대전광역시
대전삼천초등학교,초등학교,대전광역시
대전상대초등학교,초등학교,대전광역시
대전상원초등학교,초등학교,대전광역시
대전상지초등학교,초등학교,대전광역시
대전새미래중학교,중학교,대전광역시
대전새미래초등학교,초등학교,대전광역시
대전새여울초등학교,초등학교,대전광역시
대전샘머리초등학교,초등학교,대전광역시
대전생활과학고등학교,고등학교,대전광역시
대전서부초등학교,초등학교,대전광역시
대전서원초등학교,초등학교,대전광역시
대전서중학교,중학교,대전광역시
대전석교초등학교,초등학교,대전광역시
대전석봉초등학교,초등학교,대전광역시
대전선암초등학교,초등학교,대전광역시
대전선유초등학교,초등학교,대전광역시
대전선화초등학교,초등학교,대전광역시
대전성남초등학교,초등학교,대전광역시
대전성룡초등학교,초등학교,대전광역시
